Title,Artist,Nationality,Born Date,Death Date,Gender,Submission Date,Department,Actual Age,Submission Age
Poster for Renee Cuellar exhibition,Edgardo Miguel Gimenez,Argentine,1942,,Male,1963,Architecture & Design,-,21
Plate (folio 30 verso) from LOS SIETE PECADOS CAPITALES,Leonel Gongora,Colombian,1932,,Male,1986,Prints & Illustrated Books,-,54
Untitled,Fred Sandback,American,1943,2003,Male,1967,Painting & Sculpture,60,24
"Hotel in Machu Picchu, Peru, Hotel en Machu Picchu, Machu Picchu, Peru",Miguel Rodrigo Mazuré,Peruvian,1926,2014,Male,1969,Architecture & Design,88,43
"Two Ladies with Identical Jackie Kennedy Masks, New York",Ikko (Ikko Narahara),Japanese,1931,,Male,1970,Photography,-,39
Plate (folio 7 verso) from POEMS,André Masson,French,1896,1987,Male,1974,Prints & Illustrated Books,91,78
Torment,Leonard Baskin,American,1922,2000,Male,1958,Prints & Illustrated Books,78,36
"STAY-AT-HOME OBJECTS, plate 11 (page 59) from DREAMS AND PROJECTS",Jean (Hans) Arp,French,1886,1966,Male,1952,Prints & Illustrated Books,80,66
Composition 1960 #9,La Monte Young,American,1935,,Male,1960,Fluxus Collection,-,25
"La Nijinska, Ballet Russes (Poster for Les Biches and Le Train Bleu created by Bronislava Nijinska for the Ballet Russes)",Iurii Annenkov,Russian,1889,1974,Male,1924,Architecture & Design,85,35
Untitled,Unknown,,,,,1949,Photography,-,-
"GALATEA PLAYING IN THE WATER (in-text plate, page 90) from LES ÉGLOGUES",Aristide Maillol,French,1861,1944,Male,1919,Prints & Illustrated Books,83,58
Strike Now! He's Fighting For You,Robert Gair Company,American,,,,1918,Architecture & Design,-,-
Plate (page 66) from TAGEBÜCHER,Antonio Saura,Spanish,1930,1998,Male,1988,Prints & Illustrated Books,68,58
Village Pastor,August Sander,German,1876,1964,Male,1926,Photography,88,50
Headpiece (page 148) from FLORILÈGE DES AMOURS,Henri Matisse,French,1869,1954,Male,1944,Prints & Illustrated Books,85,75
Film Still from the Sultan Family Home Movies. (man running; bear in background),Larry Sultan,American,1946,2009,Male,1958,Photography,63,12
Writer and High School Teacher [Paul Bourfeind],August Sander,German,1876,1964,Male,1923,Photography,88,47
Heinrich Comeriner letterhead,Erich Comeriner,German,1907,1978,Male,1925,Architecture & Design,71,18
"Tree Trunk, 9-17-95, Prospect Park, Brooklyn",Michael Spano,American,1949,,Male,1995,Photography,-,46
Hold My Bones,Louise Bourgeois,American,1911,2010,Female,2000,Prints & Illustrated Books,99,89
"Untitled, no. 18 of 23, from the illustrated book, Ode à la Bièvre",Louise Bourgeois,American,1911,2010,Female,2007,Prints & Illustrated Books,99,96
Two Years of War in England,William Vandivert,American,1912,1992,Male,1935,Photography,80,23
"The Dwelling of Our Time, German Building Exhibition, Berlin, Germany, Interior-finishing-materials exhibits (Plan. School-for-Master-Craftsmen section)",Lilly Reich,German,1885,1947,Female,1931,Architecture & Design,62,46
Venice,Robert Frank,American,1924,,Male,1962,Photography,-,38
In-text plate (page 132) from PARALLÈLEMENT,Pierre Bonnard,French,1867,1947,Male,1900,Prints & Illustrated Books,80,33
Black Freesias,Donald Sultan,American,1951,,Male,1987,Prints & Illustrated Books,-,36
Plate (page 29) from LE TIR À L'ARC,Georges Braque,French,1882,1963,Male,1960,Prints & Illustrated Books,81,78
Tuileries Sanglier / d'apres l'antique,Eugène Atget,French,1857,1927,Male,1911,Photography,70,54
Trap,Denise Green,Australian,1946,,Female,1976,Drawings,-,30
The Barbie Doll Drawings #15,Adrian Piper,American,1948,,Female,1967,Drawings,-,19
Plain Fields,Jan Groover,American,1943,2012,Female,1981,Photography,69,38
Plate (page 31) from L'APPEL DU CLOWN,André Dunoyer de Segonzac,French,1884,1974,Male,1930,Prints & Illustrated Books,90,46
Em (Blue),Elizabeth Peyton,American,1965,,Female,2002,Prints & Illustrated Books,-,37
"DAMASK (after André Mare; plate, page 137) from ARCHITECTURES",André Chapon,French,,,Male,1921,Prints & Illustrated Books,-,-
"Untitled, from the series Come Sunday",Thomas Roma,American,1950,,Male,1992,Photography,-,42
Joecar from First Light,James Turrell,American,1943,,Male,1990,Prints & Illustrated Books,-,47
Shadow-defining piece on stairs,Fred Sandback,American,1943,2003,Male,1967,Drawings,60,24
"Near Senatobia, Mississippi",William Eggleston,American,1939,,Male,1972,Photography,-,33
Taxi (Under Queensborough Bridge),Francis Thompson,American,1908,2003,Male,1958,Photography,95,50
French Graphics,Unknown,Nationality Unknown,,,,1926,Architecture & Design,-,-
Untitled from 10 Original Woodcuts Signed by the Popular Painters of Haiti (10 Gravures Originales signées par les peintres populaires d'Haiti),Enguérrand Gourgue,Haitian,1930,1996,Male,1947,Prints & Illustrated Books,66,17
MONTMARTRE -- ÉGLISE SAINT PIERRE,Eugène Atget,French,1857,1927,Male,1899,Photography,70,42
Suzana in the Bath (Suzana No Banho),Gilván Samico,Brazilian,1928,,Male,1966,Prints & Illustrated Books,-,38
At the Oval,Carpenter,British,,,,1933,Architecture & Design,-,-
"Deutsche Werkbund Ausstellung, Coeln (Poster for an exhibition)",Fritz Hellmut Ehmcke,German,1878,1965,Male,1914,Architecture & Design,87,36
Instruction No. 1,Benjamin Patterson,American,1934,2016,Male,1964,Prints & Illustrated Books,82,30
Untitled,Alfredo Boulton,Venezuelan,1908,1995,Male,1940,Photography,87,32
Poster,Miriam Schapiro,American,1923,2015,Female,1964,Prints & Illustrated Books,92,41
"S.M.S. No. 1-6, February-December 1968",Various Artists,,,,,1968,Prints & Illustrated Books,-,-
"Detail of a Cottage at Ossining Camp Woods, New York",Walker Evans,American,1903,1975,Male,1930,Photography,72,27
Bonita and Father,Bill Burke,American,1943,,Male,1970,Photography,-,27
"""Johnson"" Hauling, Head Being Pulled: Plate 572 from Animal Locomotion (1887)",Eadweard J. Muybridge,American,1830,1904,Male,1885,Photography,74,55
Reflection Studies,Jan Dibbets,Dutch,1941,,Male,1973,Photography,-,32
Fluxus Island in Décollage Ocean,Nam June Paik,American,1932,2006,Male,1963,Prints & Illustrated Books,74,31
Untitled,Alexandre Arrechea,Cuban,1970,,Male,2003,Drawings,-,33
Daphne,Renée Sintenis,German,1888,1965,Female,1930,Painting & Sculpture,77,42
Plate (page 59) from the illustrated book Carmen,Pablo Picasso,Spanish,1881,1973,Male,1948,Prints & Illustrated Books,92,67
Draft Notes for a Conversation on Dante,Robert Wilson,American,1941,,Male,1993,Prints & Illustrated Books,-,52
"Ffestiniog, Bridge on the Cynfael",Francis Bedford,British,1816,1894,Male,1891,Photography,78,75
Covered Bowls (model KS 1032),Gino Colombini,Italian,1915,,Male,1957,Architecture & Design,-,42
Wrapper from La Lunette Farcie,Jean Dubuffet,French,1901,1985,Male,1962,Prints & Illustrated Books,84,61
"Humayuns's Tomb, Americans--talking about AIDS and distributing condoms. Nobody believes them. They're always telling us what to do",Sunil Gupta,Indian,1953,,Male,1986,Photography,-,33
from PERSONNAGES,Maryan S. Maryan,American,1927,1977,Male,1962,Prints & Illustrated Books,50,35
"The Aim, My Aim! (Das Ziel, mein Ziel!) from Potsdamer Platz oder Die Nächte des neuen Messias. Ekstatische Visionen (Potsdamer Platz or The Nights of the New Messiah. Ecstatic Visions)",Paul Klee,German,1879,1940,Male,1919,Prints & Illustrated Books,61,40
Art & Project Bulletin #102,Carel Visser,Dutch,1928,,Male,1977,Prints & Illustrated Books,-,49
100 Years,Hans-Peter Feldmann,German,1941,,Male,2001,Photography,-,60
Four Letter Heaven (Animation Cells),Cecily Brown,British,1969,,Female,1995,Drawings,-,26
(Untitled) (Lady in white dress),Man Ray (Emmanuel Radnitzky),American,1890,1976,Male,1928,Photography,86,38
Disque no. 4 from Expériences musicales,Jean Dubuffet,French,1901,1985,Male,1961,Prints & Illustrated Books,84,60
"Front cover from Parole in Libertà Futuriste, Tattili-Termiche Olfattive",Tullio d'Albisola (Tullio Spartaco Mazzotti),Italian,1899,1971,Male,1933,Prints & Illustrated Books,72,34
Topiary: The Art of Improving Nature,Louise Bourgeois,American,1911,2010,Female,1998,Prints & Illustrated Books,99,87
The Molecular Structure Drawing,Damien Hirst,British,1965,,Male,1997,Drawings,-,32
Umakichi,Ruth Asawa,American,1926,2013,Female,1965,Prints & Illustrated Books,87,39
H. Th. Wijdeveld letterhead,Hendrikus Th. Wijdeveld,Dutch,1885,1987,Male,1930,Architecture & Design,102,45
Untitled (12 January 1972),Robert Overby,American,1935,1993,Male,1972,Drawings,58,37
"Casa Mara, Caracas, Venezuela",Jorge Castillo,Venezuelan,1933,,Male,1972,Architecture & Design,-,39
"Editors of the Newspapers of the Futurists: Burliuk, Kamenskii, Maiakovsky",Unknown,Russian,,,,1918,Architecture & Design,-,-
Vanilla Nightmares #12,Adrian Piper,American,1948,,Female,1986,Drawings,-,38
Hôtel de Fleury. 28 Rue des Saints-Pères,Eugène Atget,French,1857,1927,Male,1905,Photography,70,48
JOSEPHIN SOULARY,F. Armbruster,Nationality unknown,,,,1870,Photography,-,-
The City Square. Study for backdrop for the ballet Le Coq d'or (The Golden Cockerel),Natalia Goncharova,Russian,1881,1962,Female,1937,Drawings,81,56
Basic Training,Frederick Wiseman,American,1930,,Male,1971,Film,-,41
Porte de Montreuil,Eugène Atget,French,1857,1927,Male,1913,Photography,70,56
Tailpiece (page 45) from SYLVIE,Pierre Laprade,French,1875,1931,Male,1939,Prints & Illustrated Books,56,64
"Cleveland, Ohio",Lee Friedlander,American,1934,,Male,1980,Photography,-,46
Untitled,Rene Portocarrero,Cuban,1914,1985,Male,1941,Drawings,71,27
Untitled,Jan Tschichold,Swiss,1902,1974,Male,1938,Architecture & Design,72,36
"SEAL (plate, folio 26) from THE SCOTTISH BESTIARY",June Redfern,British,1951,,Female,1986,Prints & Illustrated Books,-,35
"The Lung-Hwa-Ta or ""Pagoda of the Dragon's Glory""",John Thomson,British,1837,1921,Male,1874,Photography,84,37
Piet Zwart letterhead (Letter to Eisler),Piet Zwart,Dutch,1885,1977,Male,1921,Architecture & Design,92,36
HÔTEL DE MAYENNE. RUE SAINT-ANTOINE,Eugène Atget,French,1857,1927,Male,1900,Photography,70,43
Mend,Yoko Ono,American,1933,,Female,1989,Fluxus Collection,-,56
(Bridge Piling),Peter Stackpole,American,1913,,Male,1934,Photography,-,21
Totem Stereo System with Detachable Speakers (model RR 130),Mario Bellini,Italian,1935,,Male,1970,Architecture & Design,-,35
Technische Vereinigung Magdeburg,Walter Dexel,German,1890,1973,Male,1928,Architecture & Design,83,38
Plate (folio 29) from BIOTHERM,Jim Dine,American,1935,,Male,1990,Prints & Illustrated Books,-,55
Untitled,Robert Flynt,American,1956,,Male,1991,Photography,-,35
"Stage set design for ""A Midsummer Night's Dream"" at the Heidelberg Festival",Hans Poelzig,German,1869,1936,Male,1926,Architecture & Design,67,57
Street Fashion: Leather,Hal Fischer,American,1950,,Male,1977,Photography,-,27
Title page from Coyote Stories,Chris Burden,American,1946,2015,Male,2005,Prints & Illustrated Books,69,59
"La femme aux seins, 1947 from Fautrier l'enragé",Jean Fautrier,French,1898,1964,Male,1949,Prints & Illustrated Books,66,51
Piccole Note,Anna Maria Maiolino,Brazilian,1942,,Female,1984,Drawings,-,42
Headpiece (page 92) from FLORILÈGE DES AMOURS,Henri Matisse,French,1869,1954,Male,1944,Prints & Illustrated Books,85,75
I find a sense of freedom in the suburbs…. You assume the mask of suburbia for outward appearances and yet no one knows what you really do.,Bill Owens,American,1938,,Male,1971,Photography,-,33
Peace (Paix) from the portfolio Textures from Phenomena (Les Phénomènes),Jean Dubuffet,French,1901,1985,Male,1959,Prints & Illustrated Books,84,58
Plate (folio 3) from VOCES,Libero Badii,Argentine,1916,2001,Male,1964,Prints & Illustrated Books,85,48
"Trailside, near Juneau, Alaska",Ansel Adams,American,1902,1984,Male,1948,Photography,82,46
Untitled (#14),Jorge Ribalta,Spanish,1963,,Male,1987,Photography,-,24
"TOILETTE, tailpiece from the journal AVENTURE, No. 2, December 1921 (page 32)",Pierre Flouquet,French,1900,1967,Male,1921,Prints & Illustrated Books,67,21
Untitled #211,José Antonio Suárez Londoño,Colombian,1955,,Male,2003,Prints & Illustrated Books,-,48
Alfred Stieglitz,Edward Steichen,American,1879,1973,Male,1907,Photography,94,28
Untitled,Barry Flanagan,British,1941,2009,Male,1967,Painting & Sculpture,68,26
"Wanted $2,000 Reward, A Retrospective Exhibition by or of Marcel Duchamp or Rrose Sélavy",Marcel Duchamp,American,1887,1968,Male,1963,Architecture & Design,81,76
Juxta,Hiroko Yamazaki,Japanese,1951,,Female,1989,Film,-,38
Untitled,Unknown,,,,,1949,Photography,-,-
The First Hepaticas,Charles Burchfield,American,1893,1967,Male,1918,Drawings,74,25
"Farnsworth House, Plano, Illinois (Aerial perspective)",Ludwig Mies van der Rohe,American,1886,1969,Male,1948,Architecture & Design,83,62
"CARGADOR, plate 7 (folio 22) from PICTURE BOOK",Jean Charlot,American,1898,1979,Male,1933,Prints & Illustrated Books,81,35
Aqua Duck,Robert McKimson,American,1910,1977,Male,1963,Film,67,53
In-text plate (page 63) from PANTAGRUEL,André Derain,French,1880,1954,Male,1943,Prints & Illustrated Books,74,63
About the Exposition of the Music,Nam June Paik,American,1932,2006,Male,1962,Fluxus Collection,74,30
Jersey,Abram Games,British,1914,1996,Male,1951,Architecture & Design,82,37
"Darwin Martin House, Buffalo, NY",Frank Lloyd Wright,American,1867,1959,Male,1904,Architecture & Design,92,37
Green Animal,Minnie Evans,American,1892,1987,Female,1963,Drawings,95,71
"Rocks and Grasses, Wisconsin",Harry Callahan,American,1912,1999,Male,1959,Photography,87,47
Notre-Dame,Eugène Atget,French,1857,1927,Male,1923,Photography,70,66
Numinous I,John Walker,British,1939,,Male,1978,Painting & Sculpture,-,39
Throwing the Plate from Very High,Dóra Maurer,Hungarian,1937,,Female,1970,Prints & Illustrated Books,-,33
The Pigeon,Michael Rothenstein,British,,,Male,1955,Prints & Illustrated Books,-,-
"Lafayette Towers, Detroit, MI",Ludwig Mies van der Rohe,American,1886,1969,Male,1960,Architecture & Design,83,74
Poster of the French National Railroad,Album-miscellaneous,Various,,,,1922,Architecture & Design,-,-
Headpiece and initial C (page 15) from LETTRES,Henri Matisse,French,1869,1954,Male,1946,Prints & Illustrated Books,85,77
"Figure Series 10, Reclining Figure",Gordon Holler,American,1935,,Male,1972,Prints & Illustrated Books,-,37
Wall-Covering Material,Anni Albers,American,1899,1994,Female,1950,Architecture & Design,95,51
"Remodelling of Modlinger House, Wannsee, Berlin (Plan of second floor)",Lilly Reich,German,1885,1947,Female,1930,Architecture & Design,62,45
Headpiece (page 85) from FABLES,Thomas Bewick,British,1753,1828,Male,1818,Prints & Illustrated Books,75,65
Untitled,Louise Bourgeois,American,1911,2010,Female,1947,Drawings,99,36
Rue Saint Julien le Pauvre,Eugène Atget,French,1857,1927,Male,1927,Photography,70,70
& Across the Great Divide,Lawrence Weiner,American,1942,,Male,1991,Prints & Illustrated Books,-,49
WOMAN'S HEAD WITH BACKGROUND IMAGE OF RUIN OF HOUSE,Edmund Teske,American,1911,1996,Male,1956,Photography,85,45
"THE FASTIDIOUS MAN, plate XIII (facing page 106) from CIRQUE DE L'ÉTOILE FILANTE",Georges Rouault,French,1871,1958,Male,1932,Prints & Illustrated Books,87,61
Relief 1,Omar Carreño,Venezuelan,1927,2013,Male,1952,Painting & Sculpture,86,25
"American System-Built Houses for The Richards Company project, Milwaukee, Wisconsin (Plan)",Frank Lloyd Wright,American,1867,1959,Male,1916,Architecture & Design,92,49
In Provence,Arthur B. Davies,American,1862,1928,Male,1924,Prints & Illustrated Books,66,62
Plate (facing page 76) from DINGO,Pierre Bonnard,French,1867,1947,Male,1924,Prints & Illustrated Books,80,57
Untitled,Unknown,,,,,1900,Photography,-,-
WOMAN SEWING,Walter Pach,American,1883,1958,Male,1921,Prints & Illustrated Books,75,38
Daum Space.1,Iwan Baan,Dutch,1975,,Male,2014,Architecture & Design,-,39
"Ma Burnham, Conroy, Arkansas",Dorothea Lange,American,1895,1965,Female,1938,Photography,70,43
Untitled from Letters,Micha Ullman,Israeli,1939,,Male,1992,Prints & Illustrated Books,-,53
As Easy As Pie from Disasters of Peace,Diane Victor,South African,1964,,Female,2002,Prints & Illustrated Books,-,38
The Kiss IV (Kyss IV),Edvard Munch,Norwegian,1863,1944,Male,1900,Prints & Illustrated Books,81,37
\Plate (folio 29) from\ Geometric Figures within Geometric Figures,Sol LeWitt,American,1928,2007,Male,1976,Prints & Illustrated Books,79,48
"""Schwarzbronzit B"" Water Tumbler",Josef Hoffmann,Austrian,1870,1956,Male,1910,Architecture & Design,86,40
Port du Louvre,Eugène Atget,French,1857,1927,Male,1911,Photography,70,54
"Povest' o ryzhem Motele, gospodine inspektore, ravvine Isaie, i komissare Blokh",Konstantin Rotov,,,,Male,1926,Prints & Illustrated Books,-,-
"Seated Figure of a Girl (Femme assise de profile, a droit, un genou plie, un genou releve)",Aristide Maillol,French,1861,1944,Male,1926,Prints & Illustrated Books,83,65
Madonnenfigur (Madonna Figure),Katharina Fritsch,German,1956,,Female,1982,Prints & Illustrated Books,-,26
"Plate (folio 52) from Six Geometric Figures and All Their Combinations, Volume I",Sol LeWitt,American,1928,2007,Male,1980,Prints & Illustrated Books,79,52
Corned Beef from The Last Supper,Damien Hirst,British,1965,,Male,1999,Prints & Illustrated Books,-,34
Bowl,Edward Moulthrop,American,1916,,Male,1984,Architecture & Design,-,68
DISTANT VIEW OF DAMASCUS,Francis Frith,British,1822,1898,Male,1857,Photography,76,35
Standing Woman with Drapery,Gaston Lachaise,American,1882,1935,Male,1930,Drawings,53,48
Door A (Porte A),Marcel Broodthaers,Belgian,1924,1976,Male,1969,Prints & Illustrated Books,52,45
Untitled from Favorite Objects,Christian Boltanski,French,1944,,Male,1998,Prints & Illustrated Books,-,54
Modernist dollhouse furniture,Unknown,Nationality unknown,,,,1930,Architecture & Design,-,-
Middle-class Family,August Sander,German,1876,1964,Male,1924,Photography,88,48
Kopciuch,Marcin Stajewski,Polish,1938,,Male,1980,Architecture & Design,-,42
"Israel & Vietnam, The Horrors of War, A Dedication to Goya",Rudolf Schoofs,German,,,Male,1968,Prints & Illustrated Books,-,-
The Ferry,Alvin Langdon Coburn,American,1882,1966,Male,1910,Photography,84,28
